Truth,Decoded
Buonasera io sono Mario,a rinioe a io sono mario
E in offerta costa dieci euro,a e gaiedieri
Buongiorno io sono Mario,buona
Certo ecco a lei vuole un sacchetto,a pero rotataic io
Purtroppo non lo so pero potresti chiedere all autista,pero non lo a peotre dcri chiedere autista
Dovrebbe arrivare tra qualche minuto,a reazoe aravarei duhemito
"Certo volentieri, io lo prendero macchiato",certo volentieri io io a prendero macchiato
Salve quanto costa quell articolo,e come guatna un articolo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Piacere Luigi come stai,piacere luigi come stai
Le auguro una buona giornata,le auguro una buona costa
Quanto costa il biglietto,quanto costa il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare so qulchuto
Buonasera io sono Mario,buonasera io so sono mario
Perfetto vorrei comprarne due.,perfetoer lei comprarne
Tutto bene tu,tutto bene tu
