Truth,Decoded
Salve quanto costa quell articolo,certo va io so mario
A che ora arriva il pullman,a che ora arriva il pullman
Buonasera io sono Mario,buonoaora io lo io mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Prendiamo un caffe al bar,prendiamo un a e agair
Va bene grazie lo stesso,tutbene rzlosteso
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero posthi chiedere al autista
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacurto
Tutto bene tu,tutto bene tu
"Certo volentieri, io lo prendero macchiato",prego bene autista
A che ora arriva il pullman,e che io va msan
Buongiorno io sono Mario,lo tu
Certo ecco a lei vuole un sacchetto,pierea vuole
Purtroppo non lo so pero potresti chiedere all autista,e io lo perecil autista
Perfetto vorrei comprarne due.,e a io voalroridieierelusta
Prego,prego
