Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il articolo
Piacere Luigi come stai,piacere si come stai
E in offerta costa dieci euro,e in offerta costa dieci euro
"Certo volentieri, io lo prendero macchiato",e voipideauiao
Piacere Luigi come stai,piacere io stai
Quanto costa il biglietto,e zileito
Le auguro una buona giornata,prego lo a e a tra
A che ora arriva il pullman,a renri valon lo
Si grazie e arrivederci,e si
Va bene grazie lo stesso,a e a io gvievireui
Prego,prego
Prendiamo un caffe al bar,prendiamo ancafl bar
Tutto bene tu,bene tu
Salve quanto costa quell articolo,a e gavidieuro
Perfetto vorrei comprarne due.,tra vroprlcdela
Tutto bene grazie,puenogireto
