Truth,Decoded
Buonasera io sono Mario,a rinioe a io sono mario
E in offerta costa dieci euro,prego a
Buongiorno io sono Mario,lo lo
Certo ecco a lei vuole un sacchetto,a a lo a ctraic io
Purtroppo non lo so pero potresti chiedere all autista,e a si io lo autista
Dovrebbe arrivare tra qualche minuto,preatio vravre io due minuto
"Certo volentieri, io lo prendero macchiato",certo eolrieri io lo pero macchiato
Salve quanto costa quell articolo,le tu un a un articolo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Piacere Luigi come stai,piacere luigi come stai
Le auguro una buona giornata,le auguro una buona certo
Quanto costa il biglietto,quanto costa il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe arriva lo qualche tutto
Buonasera io sono Mario,buonasera lo io sono mario
Perfetto vorrei comprarne due.,perfetoerorei comprarne un
Tutto bene tu,tutto bene tu
