Truth,Decoded
Buongiorno io sono Mario,buonioirorni lo mario
Tutto bene grazie,tutto bene grazie
Buonasera io sono Mario,roaseraio sono mario
Tutto bene tu,tutto bene un
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero mario
A che ora arriva il pullman,a che arriva in pullman
Va bene grazie lo stesso,va bene grezaielo sono
Si grazie e arrivederci,si grazie e rzezesi
Quanto costa il biglietto,lo costa io biglto
Prego,prego
Le auguro una buona giornata,le auguro una buona giornata
Perfetto vorrei comprarne due.,paerfe e lei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo lei vuole un ucheto
Purtroppo non lo so pero potresti chiedere all autista,prtropn lorer poreshrerere autista
Prendiamo un caffe al bar,predamou che al bar
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a qualche minuto
