Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il articolo
Piacere Luigi come stai,piacere luigi come stai
E in offerta costa dieci euro,e in offerta costa dieci euro
"Certo volentieri, io lo prendero macchiato",pero lo pindeo stai
Piacere Luigi come stai,piacere io come stai
Quanto costa il biglietto,prenilisa
Le auguro una buona giornata,prego lo moaioen a ora
A che ora arriva il pullman,a che a valomsan
Si grazie e arrivederci,a grazie
Va bene grazie lo stesso,a bene gveie lei
Prego,prego
Prendiamo un caffe al bar,prendiamo uncafe bar
Tutto bene tu,prego lo
Salve quanto costa quell articolo,a greai e lo lo
Perfetto vorrei comprarne due.,a a voaroricidrec lo
Tutto bene grazie,tutto un io
