Truth,Decoded
Buongiorno io sono Mario,lo lo lo
Prendiamo un caffe al bar,a e e lo
Perfetto vorrei comprarne due.,a lo
Buonasera io sono Mario,lo lo
Tutto bene tu,lo
Piacere Luigi come stai,lo lo io
Quanto costa il biglietto,a lo lo
Prego,a lo
Tutto bene grazie,lo lo
E in offerta costa dieci euro,lo io
Dovrebbe arrivare tra qualche minuto,a a a e lo
"Certo volentieri, io lo prendero macchiato",lo lo
Va bene grazie lo stesso,lo io
Piacere Luigi come stai,lo lo lo
A che ora arriva il pullman,lo a lo lo lo io
Dovrebbe arrivare tra qualche minuto,lo lo pero a lo
