Truth,Decoded
Salve quanto costa quell articolo,certo va io lo mario
A che ora arriva il pullman,a che ora arriva il pullman
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,butbene grazie lo stesso
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero postsiere al autista
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sicuo
Tutto bene tu,tutto bene tu
"Certo volentieri, io lo prendero macchiato",e io pindre alata
A che ora arriva il pullman,e bene io ora a lo mlman
Buongiorno io sono Mario,euro tu
Certo ecco a lei vuole un sacchetto,prego oaicil e
Purtroppo non lo so pero potresti chiedere all autista,e e non io pero stai che al autista
Perfetto vorrei comprarne due.,e lo va io costa dieaere le
Prego,prego
