Truth,Decoded
Buongiorno io sono Mario,buongonoi sono mario
Prendiamo un caffe al bar,prenar un a lo bar
Perfetto vorrei comprarne due.,pceretvri comprarne due
Buonasera io sono Mario,buonasera io sono mario
Tutto bene tu,tutto bene tu
Piacere Luigi come stai,piacerelui io come stai
Quanto costa il biglietto,quanto costa biglto
Prego,prego
Tutto bene grazie,tutobobne grazie
E in offerta costa dieci euro,e in offerta ora io io euro
Dovrebbe arrivare tra qualche minuto,drbonb a aravae tra quell che minuto
"Certo volentieri, io lo prendero macchiato",certonvonei io lo prendero macchiato
Va bene grazie lo stesso,bene so
Piacere Luigi come stai,piacere un un lo io
A che ora arriva il pullman,a e a arriva il pullman
Dovrebbe arrivare tra qualche minuto,drvrobe arrivare a al che minuto
