Truth,Decoded
Va bene grazie lo stesso,vabtet bene grazie e sono
Si grazie e arrivederci,si io io arivivei
Certo ecco a lei vuole un sacchetto,certo covol e lo io un achto
A che ora arriva il pullman,a che ora arivail lman
Tutto bene grazie,tutto bene grazie
Prego,prego
Prendiamo un caffe al bar,prego un a lo bar
Buongiorno io sono Mario,buonioso io sono mario
E in offerta costa dieci euro,e in ora ora io
Le auguro una buona giornata,auguro un buona giata
Purtroppo non lo so pero potresti chiedere all autista,purtro un lo sono come stai io e le autista
Va bene grazie lo stesso,va bene grazie so so
Si grazie e arrivederci,bene a io
Salve quanto costa quell articolo,bene lo costa atico
A che ora arriva il pullman,a che lo arriva il pullman
Certo ecco a lei vuole un sacchetto,certo a lo a all vuole un achto
