Truth,Decoded
Va bene grazie lo stesso,vtent bene grazie so
Si grazie e arrivederci,sirua oaie e arieiai
Certo ecco a lei vuole un sacchetto,certo lo lo si lo bene achto
A che ora arriva il pullman,che a arivual tra
Tutto bene grazie,tutto bene grazie
Prego,prego
Prendiamo un caffe al bar,prego un al tra
Buongiorno io sono Mario,lo iososi io sono mario
E in offerta costa dieci euro,in oraota io
Le auguro una buona giornata,lo auguro una buona giornata
Purtroppo non lo so pero potresti chiedere all autista,pero un lo un otristichie bene a autista
Va bene grazie lo stesso,va bene grazie e so
Si grazie e arrivederci,bene grazie
Salve quanto costa quell articolo,a e quanto costa atico
A che ora arriva il pullman,a lo a arriva il pullman
Certo ecco a lei vuole un sacchetto,certo lo a a a io lo lo un achto
