Truth,Decoded
Buongiorno io sono Mario,buongiorno sono mario
Prego,prego
Le auguro una buona giornata,laua euro una una giornata
Buonasera io sono Mario,butnose lo un a mario
Quanto costa il biglietto,pureonco lo suonmilietsta
E in offerta costa dieci euro,e io ofeao io lo
"Certo volentieri, io lo prendero macchiato",rtntonr lo lo lo pero mario
Perfetto vorrei comprarne due.,preduvn bene un
Si grazie e arrivederci,sono vorrei
Tutto bene grazie,tutto bene io
Certo ecco a lei vuole un sacchetto,certo lo a a vuole un lceuo
Prendiamo un caffe al bar,pero lo a lo bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so lo pero sroshi eriare lo lo costa
Salve quanto costa quell articolo,perfeoaiuio
Tutto bene tu,tutto bene tu
Buongiorno io sono Mario,buonionionrno sono mario
