Truth,Decoded
Buongiorno io sono Mario,lo lo lo io
Tutto bene grazie,lo lo rierierao
Buonasera io sono Mario,lo lo io io
Tutto bene tu,euro lo certo
"Certo volentieri, io lo prendero macchiato",euro lo io io
A che ora arriva il pullman,si lo lo
Va bene grazie lo stesso,lo io lo
Si grazie e arrivederci,reoereao
Quanto costa il biglietto,lo lo lo
Prego,a lo
Le auguro una buona giornata,lo a lo lo lo
Perfetto vorrei comprarne due.,lo lo io
Certo ecco a lei vuole un sacchetto,euro lo lo
Purtroppo non lo so pero potresti chiedere all autista,lo lo lo lo a si si mario
Prendiamo un caffe al bar,lo lo lo
Dovrebbe arrivare tra qualche minuto,lo a lo
