Truth,Decoded
Buongiorno io sono Mario,pronen lo lo io
Tutto bene grazie,lo bene io
Buonasera io sono Mario,rtonbari so io
Tutto bene tu,non lo
"Certo volentieri, io lo prendero macchiato",reorio mario
A che ora arriva il pullman,ruail a io
Va bene grazie lo stesso,bene tra al io
Si grazie e arrivederci,e e lo
Quanto costa il biglietto,bene lo
Prego,lo
Le auguro una buona giornata,lo lo lo buona aiata
Perfetto vorrei comprarne due.,pero certo
Certo ecco a lei vuole un sacchetto,lo lo e lo lo lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo lo reriera lo costa
Prendiamo un caffe al bar,pero e e a io
Dovrebbe arrivare tra qualche minuto,bene pero e a e lo
