Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,certo io io tu puede lo
Tutto bene tu,tutto io e io
Quanto costa il biglietto,un io e io
Buongiorno io sono Mario,tu io io e io
Si grazie e arrivederci,certo io io tu vuole io
Perfetto vorrei comprarne due.,e io io a due io
Prego,tutto bene
Dovrebbe arrivare tra qualche minuto,tu io io io
Le auguro una buona giornata,e e io io due io
Buonasera io sono Mario,e e io io a due io
Tutto bene grazie,tu io io so io
E in offerta costa dieci euro,tu io io e io
"Certo volentieri, io lo prendero macchiato",certo io io tu quell io
Salve quanto costa quell articolo,certo io io tu due io
Va bene grazie lo stesso,tu e so io
Piacere Luigi come stai,e pero io e io
