Truth,Decoded
Piacere Luigi come stai,tu e e io
Certo ecco a lei vuole un sacchetto,e e a un io
Buonasera io sono Mario,tu e e io
Quanto costa il biglietto,tu e io
Dovrebbe arrivare tra qualche minuto,tu a e io
E in offerta costa dieci euro,e e io e io
Purtroppo non lo so pero potresti chiedere all autista,pero io a un io
Perfetto vorrei comprarne due.,tu io e io
Prego,prtbeo
Tutto bene grazie,tu e e io
Tutto bene tu,tra io
Salve quanto costa quell articolo,e e io e io
Prendiamo un caffe al bar,tu a e io
Si grazie e arrivederci,tu e e io
Buongiorno io sono Mario,tu e e io
A che ora arriva il pullman,tutto e io
