Truth,Decoded
Le auguro una buona giornata,e io io e io
Prendiamo un caffe al bar,tu e io e io
A che ora arriva il pullman,tu a io e io
Purtroppo non lo so pero potresti chiedere all autista,certo io io bene io
"Certo volentieri, io lo prendero macchiato",pero io due io
Tutto bene grazie,tu e e io
Buongiorno io sono Mario,tu io io e io
Certo ecco a lei vuole un sacchetto,e a io un io
Tutto bene tu,pero e io
Quanto costa il biglietto,pero e io
A che ora arriva il pullman,tu a io e io
Prego,un io
Buongiorno io sono Mario,certo io un io
Piacere Luigi come stai,e e io un io
Tutto bene grazie,pero io e io
Si grazie e arrivederci,pereoro a un io
