Truth,Decoded
Le auguro una buona giornata,pero io a un io
Prendiamo un caffe al bar,pero io a un io
A che ora arriva il pullman,pero io un io
Purtroppo non lo so pero potresti chiedere all autista,pero io io un ecco
"Certo volentieri, io lo prendero macchiato",pero io a un io
Tutto bene grazie,pereoro io e io
Buongiorno io sono Mario,pero io a un io
Certo ecco a lei vuole un sacchetto,pero io a un io
Tutto bene tu,pero io e io
Quanto costa il biglietto,due e io
A che ora arriva il pullman,tu e io e io
Prego,tutto e io
Buongiorno io sono Mario,pero a un io
Piacere Luigi come stai,tu e io un io
Tutto bene grazie,pero a e io
Si grazie e arrivederci,pero a un io
