Truth,Decoded
Le auguro una buona giornata,certo io a quell io
Prendiamo un caffe al bar,e io io due io
A che ora arriva il pullman,e io io un io
Purtroppo non lo so pero potresti chiedere all autista,certo io io tu cuede io
"Certo volentieri, io lo prendero macchiato",certo io vuole io
Tutto bene grazie,e e e io
Buongiorno io sono Mario,e io io quell io
Certo ecco a lei vuole un sacchetto,e io io due io
Tutto bene tu,e io e io
Quanto costa il biglietto,tu un e io
A che ora arriva il pullman,a a e io
Prego,pero
Buongiorno io sono Mario,certo e io
Piacere Luigi come stai,e e io e io
Tutto bene grazie,e io a e io
Si grazie e arrivederci,certo io cuede io
