Truth,Decoded
Le auguro una buona giornata,a e io
"Certo volentieri, io lo prendero macchiato",tu e io un io
Va bene grazie lo stesso,tu e io e io
Salve quanto costa quell articolo,pero io io a un ecco
"Certo volentieri, io lo prendero macchiato",pero io io un io
Piacere Luigi come stai,pero io io a un ecco
Buonasera io sono Mario,pero io a un io
Le auguro una buona giornata,pero io io a un io
Si grazie e arrivederci,pero io a un ecco
Certo ecco a lei vuole un sacchetto,pero io a un ecco
Dovrebbe arrivare tra qualche minuto,pero io a un io
Perfetto vorrei comprarne due.,pero io a un io
Prendiamo un caffe al bar,pero io a un ecco
Purtroppo non lo so pero potresti chiedere all autista,pero io io a un io
Va bene grazie lo stesso,pero io io un ecco
Prego,certo io io io io io
