Truth,Decoded
Quanto costa il biglietto,purte lo
Le auguro una buona giornata,purte lo
A che ora arriva il pullman,purte lo
Piacere Luigi come stai,purte lo
Prego,purte lo
Certo ecco a lei vuole un sacchetto,purte lo
Buongiorno io sono Mario,purte e lo
Si grazie e arrivederci,purte e lo
"Certo volentieri, io lo prendero macchiato",purte lo
Buonasera io sono Mario,purte lo
Perfetto vorrei comprarne due.,purte lo
Purtroppo non lo so pero potresti chiedere all autista,purte lo
Salve quanto costa quell articolo,purte lo
Tutto bene tu,purte lo
Prego,purte lo
Piacere Luigi come stai,purte lo
