Truth,Decoded
A che ora arriva il pullman,tu a io e io
Tutto bene tu,certo io io due io
E in offerta costa dieci euro,certo a due io
Buongiorno io sono Mario,e e io e io
Quanto costa il biglietto,certo io io bene io
Tutto bene grazie,certo io io bene ecco
Quanto costa il biglietto,e io e io
Si grazie e arrivederci,e io io un io
Va bene grazie lo stesso,e e io e io
Perfetto vorrei comprarne due.,certo a un io
E in offerta costa dieci euro,e a io e io
Buonasera io sono Mario,e e io e io
Dovrebbe arrivare tra qualche minuto,e io a e io
Salve quanto costa quell articolo,e io io e io
Prego,certo io io e io
Piacere Luigi come stai,e io io e io
