Truth,Decoded
Tutto bene tu,un bene
Salve quanto costa quell articolo,pero io un io
Certo ecco a lei vuole un sacchetto,pero a due io
Prendiamo un caffe al bar,pero io un io
Purtroppo non lo so pero potresti chiedere all autista,certo io bene ecco
Dovrebbe arrivare tra qualche minuto,tu un e io
Va bene grazie lo stesso,tu e io e io
"Certo volentieri, io lo prendero macchiato",pero io due io
E in offerta costa dieci euro,pero io un io
Le auguro una buona giornata,tu io io e io
Perfetto vorrei comprarne due.,tu io e io
Buonasera io sono Mario,tu e e io
A che ora arriva il pullman,tu un io e io
Piacere Luigi come stai,e io io due io
Prendiamo un caffe al bar,tu io io e io
Certo ecco a lei vuole un sacchetto,tu un a un io
