Truth,Decoded
Quanto costa il biglietto,pero e lo
Le auguro una buona giornata,purte e lo
A che ora arriva il pullman,purte e lo
Piacere Luigi come stai,pero e lo
Prego,pero e lo
Certo ecco a lei vuole un sacchetto,pero e lo
Buongiorno io sono Mario,pero e lo
Si grazie e arrivederci,purer e lo
"Certo volentieri, io lo prendero macchiato",purte e lo
Buonasera io sono Mario,pero e lo
Perfetto vorrei comprarne due.,pero e lo
Purtroppo non lo so pero potresti chiedere all autista,pero e lo
Salve quanto costa quell articolo,purte e lo
Tutto bene tu,purte e lo
Prego,purte e lo
Piacere Luigi come stai,pero e lo
