Truth,Decoded
Piacere Luigi come stai,tu e io e io
Certo ecco a lei vuole un sacchetto,e e a un io
Buonasera io sono Mario,tu e io e io
Quanto costa il biglietto,tu a e io
Dovrebbe arrivare tra qualche minuto,tu a io e io
E in offerta costa dieci euro,e e io e io
Purtroppo non lo so pero potresti chiedere all autista,pero io io un io
Perfetto vorrei comprarne due.,tu io a e io
Prego,tu e io
Tutto bene grazie,tu e e io
Tutto bene tu,tu e io
Salve quanto costa quell articolo,e a io e io
Prendiamo un caffe al bar,tu a e io
Si grazie e arrivederci,tu e e io
Buongiorno io sono Mario,tu e io e io
A che ora arriva il pullman,tu a e io
