Truth,Decoded
Si grazie e arrivederci,pero lo
"Certo volentieri, io lo prendero macchiato",pero lo
Certo ecco a lei vuole un sacchetto,pero lo
Purtroppo non lo so pero potresti chiedere all autista,pero lo
Prego,pero lo
Tutto bene tu,pero lo
Prendiamo un caffe al bar,pero lo
Le auguro una buona giornata,pero lo
Piacere Luigi come stai,pero lo
Tutto bene grazie,pero lo
Dovrebbe arrivare tra qualche minuto,pero lo
Salve quanto costa quell articolo,pero lo
Va bene grazie lo stesso,pero lo
Perfetto vorrei comprarne due.,pero lo
E in offerta costa dieci euro,pero lo
Buongiorno io sono Mario,pero lo
