Truth,Decoded
Quanto costa il biglietto,lo lo
Buonasera io sono Mario,lo lo
A che ora arriva il pullman,lo lo
"Certo volentieri, io lo prendero macchiato",lo lo
Buonasera io sono Mario,lo lo
Perfetto vorrei comprarne due.,lo lo
Tutto bene tu,lo lo
Buongiorno io sono Mario,lo lo
Tutto bene grazie,lo lo
Salve quanto costa quell articolo,lo lo
Si grazie e arrivederci,lo lo
E in offerta costa dieci euro,lo lo
Prendiamo un caffe al bar,lo lo
Dovrebbe arrivare tra qualche minuto,lo lo
Va bene grazie lo stesso,lo lo
Purtroppo non lo so pero potresti chiedere all autista,lo lo
