Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,certo io io due io
Tutto bene tu,tu a io e io
Quanto costa il biglietto,tu e io
Buongiorno io sono Mario,tu un io e io
Si grazie e arrivederci,certo io io due io
Perfetto vorrei comprarne due.,certo lo a un io
Prego,tu bene
Dovrebbe arrivare tra qualche minuto,tu io e io
Le auguro una buona giornata,e io io un io
Buonasera io sono Mario,e io costa due io
Tutto bene grazie,tu io io e io
E in offerta costa dieci euro,tu io io e io
"Certo volentieri, io lo prendero macchiato",certo io io tu cuede io
Salve quanto costa quell articolo,e e io io due io
Va bene grazie lo stesso,tu e io e io
Piacere Luigi come stai,tu a io e io
