Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,certo io a un io
Tutto bene tu,tu a e io
Quanto costa il biglietto,pero e io
Buongiorno io sono Mario,tu e e io
Si grazie e arrivederci,pero io a un io
Perfetto vorrei comprarne due.,certo io a un io
Prego,tutto io
Dovrebbe arrivare tra qualche minuto,tu e e io
Le auguro una buona giornata,tu e io e io
Buonasera io sono Mario,e e io un io
Tutto bene grazie,tu io e io
E in offerta costa dieci euro,tu e io e io
"Certo volentieri, io lo prendero macchiato",certo io ora un io
Salve quanto costa quell articolo,tu e io a un io
Va bene grazie lo stesso,tu e e io
Piacere Luigi come stai,pero e io
