Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,certo io io io bene io
Tutto bene tu,tu io e io
Quanto costa il biglietto,tu a e io
Buongiorno io sono Mario,tutto a e io
Si grazie e arrivederci,certo io a bene io
Perfetto vorrei comprarne due.,tutto io io e io
Prego,pero io
Dovrebbe arrivare tra qualche minuto,tu io e io
Le auguro una buona giornata,tu io a un io
Buonasera io sono Mario,pero a un io
Tutto bene grazie,tu io e io
E in offerta costa dieci euro,tu e a e io
"Certo volentieri, io lo prendero macchiato",certo io io io io bene io
Salve quanto costa quell articolo,pero io a un io
Va bene grazie lo stesso,tu e e io
Piacere Luigi come stai,tu e io e io
