Truth,Decoded
A che ora arriva il pullman,tu euro io io io
Tutto bene tu,certo io a due io
E in offerta costa dieci euro,certo costa due io
Buongiorno io sono Mario,e e e io
Quanto costa il biglietto,e a e io
Tutto bene grazie,certo io io a due io
Quanto costa il biglietto,e a io e io
Si grazie e arrivederci,e e io bene io
Va bene grazie lo stesso,a a io e io
Perfetto vorrei comprarne due.,e io a due io
E in offerta costa dieci euro,a a io e io
Buonasera io sono Mario,e e io e io
Dovrebbe arrivare tra qualche minuto,e a e io
Salve quanto costa quell articolo,e io io un io
Prego,tu io io e io
Piacere Luigi come stai,e io io e io
