Truth,Decoded
Tutto bene tu,putbego
Salve quanto costa quell articolo,certo io io due io
Certo ecco a lei vuole un sacchetto,certo io a quell io
Prendiamo un caffe al bar,bene due io
Purtroppo non lo so pero potresti chiedere all autista,purtpo io io io bene ecco
Dovrebbe arrivare tra qualche minuto,tu a e io
Va bene grazie lo stesso,tu a io e io
"Certo volentieri, io lo prendero macchiato",certo io un io
E in offerta costa dieci euro,certo io un io
Le auguro una buona giornata,tu io io e io
Perfetto vorrei comprarne due.,tu io io e io
Buonasera io sono Mario,e a io e io
A che ora arriva il pullman,tu a io e io
Piacere Luigi come stai,e un io io a un io
Prendiamo un caffe al bar,tu un io e io
Certo ecco a lei vuole un sacchetto,tu un a un io
