Truth,Decoded
Le auguro una buona giornata,pero lo
Tutto bene grazie,pero lo
Prendiamo un caffe al bar,pero lo
Quanto costa il biglietto,pero lo
Certo ecco a lei vuole un sacchetto,pero lo
Va bene grazie lo stesso,pero lo
A che ora arriva il pullman,pero lo
Dovrebbe arrivare tra qualche minuto,pero lo
E in offerta costa dieci euro,tu lo
Tutto bene tu,pero lo
A che ora arriva il pullman,tu lo
Prego,tu lo
Dovrebbe arrivare tra qualche minuto,pero lo
Perfetto vorrei comprarne due.,tu lo
Buonasera io sono Mario,tu lo
Piacere Luigi come stai,tu lo
