Truth,Decoded
Le auguro una buona giornata,certo io io bene io
Prendiamo un caffe al bar,certo io e io
A che ora arriva il pullman,certo a e io
Purtroppo non lo so pero potresti chiedere all autista,certo io io due io
"Certo volentieri, io lo prendero macchiato",certo io io due io
Tutto bene grazie,certo io e io
Buongiorno io sono Mario,certo io a due io
Certo ecco a lei vuole un sacchetto,certo a un io
Tutto bene tu,certo io e io
Quanto costa il biglietto,tu a e io
A che ora arriva il pullman,tu a io e io
Prego,tra e io
Buongiorno io sono Mario,pero e io
Piacere Luigi come stai,e e io e io
Tutto bene grazie,e io e io
Si grazie e arrivederci,pero a due io
