Truth,Decoded
Quanto costa il biglietto,purte lo
Buonasera io sono Mario,purte lo
A che ora arriva il pullman,purte lo
"Certo volentieri, io lo prendero macchiato",purte lo
Buonasera io sono Mario,purte lo
Perfetto vorrei comprarne due.,purte lo
Tutto bene tu,purte lo
Buongiorno io sono Mario,purte lo
Tutto bene grazie,purte lo
Salve quanto costa quell articolo,purte lo
Si grazie e arrivederci,purte lo
E in offerta costa dieci euro,purte lo
Prendiamo un caffe al bar,purte lo
Dovrebbe arrivare tra qualche minuto,purte lo
Va bene grazie lo stesso,purte lo
Purtroppo non lo so pero potresti chiedere all autista,purte lo
