Truth,Decoded
Tutto bene grazie,pero lo
Purtroppo non lo so pero potresti chiedere all autista,tu e lo
Quanto costa il biglietto,tu e lo
Certo ecco a lei vuole un sacchetto,tu e lo
Prendiamo un caffe al bar,pero lo
Le auguro una buona giornata,tu e lo
Salve quanto costa quell articolo,pero lo
Buongiorno io sono Mario,tu e lo
Va bene grazie lo stesso,tu e lo
E in offerta costa dieci euro,pero lo
"Certo volentieri, io lo prendero macchiato",pero lo
Si grazie e arrivederci,tu e lo
Buongiorno io sono Mario,pero lo
Perfetto vorrei comprarne due.,pero lo
Prego,pero lo
Certo ecco a lei vuole un sacchetto,pero lo
