Truth,Decoded
Tutto bene tu,tu a e io
Salve quanto costa quell articolo,cereoro io bene io
Certo ecco a lei vuole un sacchetto,certo io a vuole io
Prendiamo un caffe al bar,certo a due io
Purtroppo non lo so pero potresti chiedere all autista,certo io io bene io
Dovrebbe arrivare tra qualche minuto,tu io e io
Va bene grazie lo stesso,e io io e io
"Certo volentieri, io lo prendero macchiato",certo io due io
E in offerta costa dieci euro,bene a due io
Le auguro una buona giornata,e io io e io
Perfetto vorrei comprarne due.,e io io e io
Buonasera io sono Mario,e e e io
A che ora arriva il pullman,tu e e io
Piacere Luigi come stai,e io io due io
Prendiamo un caffe al bar,tu io io e io
Certo ecco a lei vuole un sacchetto,e io a due io
