Truth,Decoded
Le auguro una buona giornata,tu un e io
Prendiamo un caffe al bar,pero e io
A che ora arriva il pullman,tu un e io
Purtroppo non lo so pero potresti chiedere all autista,certo io a un io
"Certo volentieri, io lo prendero macchiato",certo io io un io
Tutto bene grazie,tutto e io
Buongiorno io sono Mario,tu un e io
Certo ecco a lei vuole un sacchetto,tu e e io
Tutto bene tu,tra io
Quanto costa il biglietto,pero e io
A che ora arriva il pullman,tu e e io
Prego,tutto io
Buongiorno io sono Mario,pero e io
Piacere Luigi come stai,tu e a e io
Tutto bene grazie,due e io
Si grazie e arrivederci,pero a un io
