Truth,Decoded
Tutto bene tu,pero e io
Salve quanto costa quell articolo,certo io io io due io
Certo ecco a lei vuole un sacchetto,pertoro io io due io
Prendiamo un caffe al bar,pero a due io
Purtroppo non lo so pero potresti chiedere all autista,purtpo io io io bene ecco
Dovrebbe arrivare tra qualche minuto,tutto e io
Va bene grazie lo stesso,tu e io e io
"Certo volentieri, io lo prendero macchiato",pero a un io
E in offerta costa dieci euro,pero io e io
Le auguro una buona giornata,pero io e io
Perfetto vorrei comprarne due.,pero e io
Buonasera io sono Mario,e io e io
A che ora arriva il pullman,tu e io e io
Piacere Luigi come stai,pero a due io
Prendiamo un caffe al bar,tu io io e io
Certo ecco a lei vuole un sacchetto,tu io a un io
