Truth,Decoded
Le auguro una buona giornata,tu e io
"Certo volentieri, io lo prendero macchiato",e pero io e io
Va bene grazie lo stesso,tu a e io
Salve quanto costa quell articolo,certo io stai cuede lacto
"Certo volentieri, io lo prendero macchiato",certo io a due lacto
Piacere Luigi come stai,certo io tu vuole lacto
Buonasera io sono Mario,certo io io quell ecco
Le auguro una buona giornata,certo lo io tu quell ecco
Si grazie e arrivederci,certo io io cuede lacto
Certo ecco a lei vuole un sacchetto,certo io a quell io
Dovrebbe arrivare tra qualche minuto,certo io io due io
Perfetto vorrei comprarne due.,certo io bene ecco
Prendiamo un caffe al bar,certo io tu cuede lacto
Purtroppo non lo so pero potresti chiedere all autista,certo lo io a quell io
Va bene grazie lo stesso,e a io due io
Prego,purtpo io lo io bene io
