Truth,Decoded
Tutto bene tu,pero io
Salve quanto costa quell articolo,certo io io un io
Certo ecco a lei vuole un sacchetto,pero io un io
Prendiamo un caffe al bar,pero a un io
Purtroppo non lo so pero potresti chiedere all autista,certo io a un ecco
Dovrebbe arrivare tra qualche minuto,tutto e io
Va bene grazie lo stesso,tu e a e io
"Certo volentieri, io lo prendero macchiato",pero a un io
E in offerta costa dieci euro,pero io un io
Le auguro una buona giornata,pero e io
Perfetto vorrei comprarne due.,pero e io
Buonasera io sono Mario,tu e e io
A che ora arriva il pullman,tutto e io
Piacere Luigi come stai,tu io a un io
Prendiamo un caffe al bar,tutto e io
Certo ecco a lei vuole un sacchetto,tu un e io
