Truth,Decoded
Tutto bene grazie,lo lo
Purtroppo non lo so pero potresti chiedere all autista,lo lo
Quanto costa il biglietto,lo lo
Certo ecco a lei vuole un sacchetto,lo lo
Prendiamo un caffe al bar,lo lo
Le auguro una buona giornata,lo lo
Salve quanto costa quell articolo,lo lo
Buongiorno io sono Mario,lo lo
Va bene grazie lo stesso,lo lo
E in offerta costa dieci euro,lo lo
"Certo volentieri, io lo prendero macchiato",lo lo
Si grazie e arrivederci,lo lo
Buongiorno io sono Mario,lo lo
Perfetto vorrei comprarne due.,lo lo
Prego,lo lo
Certo ecco a lei vuole un sacchetto,lo lo
