Truth,Decoded
Piacere Luigi come stai,e euro io io io
Certo ecco a lei vuole un sacchetto,e a a due io
Buonasera io sono Mario,e a io un io
Quanto costa il biglietto,buona e io
Dovrebbe arrivare tra qualche minuto,a bar e io
E in offerta costa dieci euro,e e io e io
Purtroppo non lo so pero potresti chiedere all autista,certo ora io due io
Perfetto vorrei comprarne due.,e io io e io
Prego,tutto
Tutto bene grazie,tu a bene io
Tutto bene tu,tu io
Salve quanto costa quell articolo,e e io e io
Prendiamo un caffe al bar,tu a e io
Si grazie e arrivederci,a a e io
Buongiorno io sono Mario,tu io io bene io
A che ora arriva il pullman,tu a e io
