Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtpo io io io tu puede io
Tutto bene tu,tutto io bene io
Quanto costa il biglietto,tutto e io
Buongiorno io sono Mario,tutto io e io
Si grazie e arrivederci,tutto io io io quell io
Perfetto vorrei comprarne due.,tutto lo a due io
Prego,tutto e io
Dovrebbe arrivare tra qualche minuto,tu io io io
Le auguro una buona giornata,e e io a due io
Buonasera io sono Mario,certo io io a due io
Tutto bene grazie,tutto io io io
E in offerta costa dieci euro,tu io io un io
"Certo volentieri, io lo prendero macchiato",purtpo io lo io tu ciede io
Salve quanto costa quell articolo,tutto lo io tu due io
Va bene grazie lo stesso,tu io e io
Piacere Luigi come stai,tu io io io io
