Truth,Decoded
Le auguro una buona giornata,tutto e io
"Certo volentieri, io lo prendero macchiato",tu e a e io
Va bene grazie lo stesso,tu un e io
Salve quanto costa quell articolo,certo io a un ecco
"Certo volentieri, io lo prendero macchiato",pero a un io
Piacere Luigi come stai,pero io io un io
Buonasera io sono Mario,pero io io un io
Le auguro una buona giornata,pero io io a un io
Si grazie e arrivederci,pero un io
Certo ecco a lei vuole un sacchetto,pero io a un io
Dovrebbe arrivare tra qualche minuto,pero io a un io
Perfetto vorrei comprarne due.,pero un io
Prendiamo un caffe al bar,pero io un io
Purtroppo non lo so pero potresti chiedere all autista,certo ora ora un io
Va bene grazie lo stesso,pero io un io
Prego,certo io io e io
