Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,certo io lo io stai puede ecco
Tutto bene tu,tutto io e io
Quanto costa il biglietto,tutto io e io
Buongiorno io sono Mario,tutto a e io
Si grazie e arrivederci,tutto ora io a quell io
Perfetto vorrei comprarne due.,purtpo lo io bene io
Prego,purta prego
Dovrebbe arrivare tra qualche minuto,tu io io io
Le auguro una buona giornata,e pero costa due io
Buonasera io sono Mario,certo io io bene io
Tutto bene grazie,tu io io io io
E in offerta costa dieci euro,e pero io un io
"Certo volentieri, io lo prendero macchiato",purtpo io lo io tu dieci ecco
Salve quanto costa quell articolo,tutto ora io tu bene io
Va bene grazie lo stesso,tu e io e io
Piacere Luigi come stai,e pero io io io
