Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,certo lo io e io
Tutto bene tu,un e io
Quanto costa il biglietto,un e io
Buongiorno io sono Mario,tutto e io
Si grazie e arrivederci,certo io io io a due io
Perfetto vorrei comprarne due.,tutto lo io e io
Prego,pero io
Dovrebbe arrivare tra qualche minuto,tu io e io
Le auguro una buona giornata,certo io a un io
Buonasera io sono Mario,certo io io io due io
Tutto bene grazie,tutto e io
E in offerta costa dieci euro,tu io io e io
"Certo volentieri, io lo prendero macchiato",certo io lo io io un io
Salve quanto costa quell articolo,tutto lo io io bene io
Va bene grazie lo stesso,tu un e io
Piacere Luigi come stai,tu e io e io
