Truth,Decoded
Piacere Luigi come stai,e a io e io
Certo ecco a lei vuole un sacchetto,e a a un io
Buonasera io sono Mario,a a io e io
Quanto costa il biglietto,tutabe io
Dovrebbe arrivare tra qualche minuto,a a a e io
E in offerta costa dieci euro,e a io due io
Purtroppo non lo so pero potresti chiedere all autista,bene io io un io
Perfetto vorrei comprarne due.,e a e io
Prego,prtbeo
Tutto bene grazie,tu un e io
Tutto bene tu,prego
Salve quanto costa quell articolo,e a a e io
Prendiamo un caffe al bar,tutto e io
Si grazie e arrivederci,tu a e io
Buongiorno io sono Mario,tu a io e io
A che ora arriva il pullman,tu e io
