Truth,Decoded
Le auguro una buona giornata,a e a bene io
"Certo volentieri, io lo prendero macchiato",e e a a un io
Va bene grazie lo stesso,a a e io
Salve quanto costa quell articolo,curnpo io io tu vuole lacto
"Certo volentieri, io lo prendero macchiato",certo io io a due io
Piacere Luigi come stai,e un io io io bene ecco
Buonasera io sono Mario,e io io bene ecco
Le auguro una buona giornata,certo io io io quell ecco
Si grazie e arrivederci,e io io bene ecco
Certo ecco a lei vuole un sacchetto,e ecco io a due io
Dovrebbe arrivare tra qualche minuto,e e io io a due io
Perfetto vorrei comprarne due.,e io io io ecco
Prendiamo un caffe al bar,e io io io io io ecco
Purtroppo non lo so pero potresti chiedere all autista,certo io io a vuole io
Va bene grazie lo stesso,e a e io
Prego,e io io io bene io
