Truth,Decoded
Quanto costa il biglietto,un lo
Buonasera io sono Mario,un lo
A che ora arriva il pullman,un lo
"Certo volentieri, io lo prendero macchiato",un lo
Buonasera io sono Mario,un lo
Perfetto vorrei comprarne due.,un lo
Tutto bene tu,un lo
Buongiorno io sono Mario,un lo
Tutto bene grazie,un lo
Salve quanto costa quell articolo,tu lo
Si grazie e arrivederci,un lo
E in offerta costa dieci euro,un lo
Prendiamo un caffe al bar,un lo
Dovrebbe arrivare tra qualche minuto,un lo
Va bene grazie lo stesso,un lo
Purtroppo non lo so pero potresti chiedere all autista,un lo
