Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,pero io io un io
Tutto bene tu,tu a e io
Quanto costa il biglietto,tutto e io
Buongiorno io sono Mario,tu a e io
Si grazie e arrivederci,e io io a un io
Perfetto vorrei comprarne due.,pero io a e io
Prego,tutto io
Dovrebbe arrivare tra qualche minuto,tu e e io
Le auguro una buona giornata,tu a a un io
Buonasera io sono Mario,tu io a un io
Tutto bene grazie,tu io e io
E in offerta costa dieci euro,tu e io e io
"Certo volentieri, io lo prendero macchiato",pero io a un io
Salve quanto costa quell articolo,tu io a un io
Va bene grazie lo stesso,tu e e io
Piacere Luigi come stai,tu a io e io
