Truth,Decoded
Tutto bene tu,tu a e io
Salve quanto costa quell articolo,certo io io due io
Certo ecco a lei vuole un sacchetto,certo io a quell io
Prendiamo un caffe al bar,certo io vuole io
Purtroppo non lo so pero potresti chiedere all autista,certo io io bene ecco
Dovrebbe arrivare tra qualche minuto,tu e e io
Va bene grazie lo stesso,e a io e io
"Certo volentieri, io lo prendero macchiato",certo costa due io
E in offerta costa dieci euro,certo io due io
Le auguro una buona giornata,tu io io e io
Perfetto vorrei comprarne due.,e io io e io
Buonasera io sono Mario,e io io e io
A che ora arriva il pullman,tu a io e io
Piacere Luigi come stai,e io io a due io
Prendiamo un caffe al bar,tu e io e io
Certo ecco a lei vuole un sacchetto,e e io due io
