Truth,Decoded
Le auguro una buona giornata,tu e io
"Certo volentieri, io lo prendero macchiato",e a io un io
Va bene grazie lo stesso,tu a e io
Salve quanto costa quell articolo,certo io io io tu che ecco
"Certo volentieri, io lo prendero macchiato",certo io a bene io
Piacere Luigi come stai,certo io a vuole ecco
Buonasera io sono Mario,certo io due ecco
Le auguro una buona giornata,certo io io io io quell ecco
Si grazie e arrivederci,certo io a vuole ecco
Certo ecco a lei vuole un sacchetto,e pero io a due io
Dovrebbe arrivare tra qualche minuto,e io io a due io
Perfetto vorrei comprarne due.,certo io e io
Prendiamo un caffe al bar,certo io io vuole ecco
Purtroppo non lo so pero potresti chiedere all autista,certo lo io tu vuole ecco
Va bene grazie lo stesso,e a due io
Prego,tutto io io bene io
