Truth,Decoded
Piacere Luigi come stai,tu io io e io
Certo ecco a lei vuole un sacchetto,tu e a e io
Buonasera io sono Mario,tu un io e io
Quanto costa il biglietto,tutto e io
Dovrebbe arrivare tra qualche minuto,tu a io e io
E in offerta costa dieci euro,tu e io e io
Purtroppo non lo so pero potresti chiedere all autista,pero io un io
Perfetto vorrei comprarne due.,tu io e io
Prego,tbeo
Tutto bene grazie,tu un e io
Tutto bene tu,tra e io
Salve quanto costa quell articolo,tu a io e io
Prendiamo un caffe al bar,tutto e io
Si grazie e arrivederci,tu un e io
Buongiorno io sono Mario,tu io io e io
A che ora arriva il pullman,tutto e io
