Truth,Decoded
A che ora arriva il pullman,pero io io e io
Tutto bene tu,pero io a un io
E in offerta costa dieci euro,pero io io un io
Buongiorno io sono Mario,pero io e io
Quanto costa il biglietto,pero io io un io
Tutto bene grazie,pero io io a un io
Quanto costa il biglietto,pero io io bene io
Si grazie e arrivederci,pero io un io
Va bene grazie lo stesso,pero io io un io
Perfetto vorrei comprarne due.,pero a un io
E in offerta costa dieci euro,pero a un io
Buonasera io sono Mario,pero a un io
Dovrebbe arrivare tra qualche minuto,pero io a un io
Salve quanto costa quell articolo,pero a e io
Prego,certo io io a un io
Piacere Luigi come stai,pero io io un io
