Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,certo io io e io
Tutto bene tu,pero e io
Quanto costa il biglietto,tutto e io
Buongiorno io sono Mario,pero a e io
Si grazie e arrivederci,certo io a un io
Perfetto vorrei comprarne due.,certo io io un io
Prego,tutto e io
Dovrebbe arrivare tra qualche minuto,tu un e io
Le auguro una buona giornata,tu e a un io
Buonasera io sono Mario,pero a un io
Tutto bene grazie,tu a e io
E in offerta costa dieci euro,tu un e io
"Certo volentieri, io lo prendero macchiato",certo io a un io
Salve quanto costa quell articolo,certo io a un io
Va bene grazie lo stesso,tu un e io
Piacere Luigi come stai,tu e e io
