Truth,Decoded
Tutto bene grazie,purte lo
Purtroppo non lo so pero potresti chiedere all autista,purte lo
Quanto costa il biglietto,purte lo
Certo ecco a lei vuole un sacchetto,purte lo
Prendiamo un caffe al bar,purte lo
Le auguro una buona giornata,purte lo
Salve quanto costa quell articolo,purte lo
Buongiorno io sono Mario,purte lo
Va bene grazie lo stesso,purte lo
E in offerta costa dieci euro,purte lo
"Certo volentieri, io lo prendero macchiato",purte lo
Si grazie e arrivederci,purte lo
Buongiorno io sono Mario,purtr e lo
Perfetto vorrei comprarne due.,purtr e lo
Prego,purte lo
Certo ecco a lei vuole un sacchetto,purtr e lo
