Truth,Decoded
A che ora arriva il pullman,tu bar io io io
Tutto bene tu,certo io io due io
E in offerta costa dieci euro,certo io bene io
Buongiorno io sono Mario,e e e io
Quanto costa il biglietto,e io io e io
Tutto bene grazie,certo io a quell ecco
Quanto costa il biglietto,e a io e io
Si grazie e arrivederci,e a io due io
Va bene grazie lo stesso,a a io e io
Perfetto vorrei comprarne due.,certo io bene io
E in offerta costa dieci euro,tu a io e io
Buonasera io sono Mario,tu io io e io
Dovrebbe arrivare tra qualche minuto,e a io e io
Salve quanto costa quell articolo,e io io e io
Prego,tu io io e io
Piacere Luigi come stai,e io io e io
