Truth,Decoded
A che ora arriva il pullman,e euro io io io
Tutto bene tu,certo io io io puede io
E in offerta costa dieci euro,certo io e io
Buongiorno io sono Mario,e e io io io
Quanto costa il biglietto,certo io io due io
Tutto bene grazie,certo io io vuole ecco
Quanto costa il biglietto,certo io io io
Si grazie e arrivederci,certo io vuole io
Va bene grazie lo stesso,e a io e io
Perfetto vorrei comprarne due.,certo io vuole io
E in offerta costa dieci euro,e io io due io
Buonasera io sono Mario,certo io un io
Dovrebbe arrivare tra qualche minuto,certo io due io
Salve quanto costa quell articolo,certo costa due io
Prego,tutto io io bene io
Piacere Luigi come stai,certo io due io
