Truth,Decoded
Le auguro una buona giornata,tu a bene io
"Certo volentieri, io lo prendero macchiato",e a io e io
Va bene grazie lo stesso,tu a e io
Salve quanto costa quell articolo,e vnpo io io tu vuole lacto
"Certo volentieri, io lo prendero macchiato",e un io io a bene ecco
Piacere Luigi come stai,e un io io io vuole ecco
Buonasera io sono Mario,e un io io io quell lacto
Le auguro una buona giornata,certo io io io quell ecco
Si grazie e arrivederci,e un io io io vuole lacto
Certo ecco a lei vuole un sacchetto,e e io io a due lo
Dovrebbe arrivare tra qualche minuto,e io io io quell io
Perfetto vorrei comprarne due.,e io io bene ecco
Prendiamo un caffe al bar,e un io io tu vuole ecco
Purtroppo non lo so pero potresti chiedere all autista,pero io io a vuole io
Va bene grazie lo stesso,e io io a due io
Prego,purnpo io io bene ecco
