Truth,Decoded
Le auguro una buona giornata,certo io io bene io
Prendiamo un caffe al bar,certo io un io
A che ora arriva il pullman,bene io io e io
Purtroppo non lo so pero potresti chiedere all autista,certo io io io bene ecco
"Certo volentieri, io lo prendero macchiato",certo io a due io
Tutto bene grazie,certo io bene io
Buongiorno io sono Mario,certo io un io
Certo ecco a lei vuole un sacchetto,certo io a due io
Tutto bene tu,certo io io a bene io
Quanto costa il biglietto,certo io io bene io
A che ora arriva il pullman,tu a io e io
Prego,tra e io
Buongiorno io sono Mario,pero e io
Piacere Luigi come stai,e io e io
Tutto bene grazie,e e un io
Si grazie e arrivederci,certo io io vuole io
