Truth,Decoded
Le auguro una buona giornata,tu un e io
"Certo volentieri, io lo prendero macchiato",e e io un io
Va bene grazie lo stesso,tu a io e io
Salve quanto costa quell articolo,certo io a due ecco
"Certo volentieri, io lo prendero macchiato",certo io a due io
Piacere Luigi come stai,pero io io vuole ecco
Buonasera io sono Mario,certo io io cuede ecco
Le auguro una buona giornata,certo io io tu cuede ecco
Si grazie e arrivederci,certo io io cuede ecco
Certo ecco a lei vuole un sacchetto,certo io a bene io
Dovrebbe arrivare tra qualche minuto,certo io io due io
Perfetto vorrei comprarne due.,pero io io bene ecco
Prendiamo un caffe al bar,pero e io bene ecco
Purtroppo non lo so pero potresti chiedere all autista,certo io tu bene io
Va bene grazie lo stesso,certo io a due ecco
Prego,certo io io io bene io
