Truth,Decoded
Piacere Luigi come stai,e io io io io
Certo ecco a lei vuole un sacchetto,e a a due io
Buonasera io sono Mario,tu a e io
Quanto costa il biglietto,tu bene
Dovrebbe arrivare tra qualche minuto,tu a io io
E in offerta costa dieci euro,e io io e io
Purtroppo non lo so pero potresti chiedere all autista,certo io a e io
Perfetto vorrei comprarne due.,tu io bene io
Prego,pero
Tutto bene grazie,tu io certo
Tutto bene tu,prego
Salve quanto costa quell articolo,e pero e io
Prendiamo un caffe al bar,tu certo
Si grazie e arrivederci,tu e e io
Buongiorno io sono Mario,tu io io e io
A che ora arriva il pullman,tu bene
