Truth,Decoded
Le auguro una buona giornata,certo io a due io
Prendiamo un caffe al bar,certo io e io
A che ora arriva il pullman,certo io un io
Purtroppo non lo so pero potresti chiedere all autista,certo io io bene ecco
"Certo volentieri, io lo prendero macchiato",certo io tu vuole io
Tutto bene grazie,certo e io
Buongiorno io sono Mario,certo io bene io
Certo ecco a lei vuole un sacchetto,certo io due io
Tutto bene tu,certo io e io
Quanto costa il biglietto,e e e io
A che ora arriva il pullman,tu a io e io
Prego,tutto io
Buongiorno io sono Mario,certo io e io
Piacere Luigi come stai,e e io e io
Tutto bene grazie,bene e io
Si grazie e arrivederci,certo io due io
